play_id,match_id,map_name,map_id,round,kill_ordinal,tick,event_seconds,attacker_side,attacker_side_id,player_slot,victim_side,victim_player_slot,weapon,weapon_id,weapon_class,weapon_class_id,headshot,distance,dmg_health,hitgroup,noscope,through_smoke,penetrated,wallbang,attacker_blind,attacker_kills_before,attacker_kills_after,ct_alive_before,t_alive_before,ct_alive_after,t_alive_after,attacker_alive_before,opponent_alive_before,attacker_alive_after,opponent_alive_after,time_since_previous_kill_s,time_to_next_kill_s,is_opening_kill,is_trade_within_5s,is_1v1_before,is_clutch_context,player_round_kills,first_player_kill_s,last_player_kill_s,round_kill_span_s,player_round_assists,player_round_headshots,player_round_kast,round_duration_s,winner_side,round_reason,has_bomb_plant,round_n_kills,round_n_headshots,round_n_awp_kills,round_n_smoke_kills,round_n_blind_kills,round_n_noscope_kills,round_n_wallbang_kills,round_n_trade_kills_5s,round_n_1v1_kills,had_clutch_context,had_1v1,kills_within_10s,kills_after_10s,kills_within_6s,local_kill_span_10s,media_id,player_side,primary_weapon,duration_s,media_bytes,sidecar_bytes,video_path,ticks_parquet_path,is_ace,is_1v1,is_clutch,is_plain_multikill,is_impressive_multikill,is_flick,tick_feature_computed,view_snap_score,flick_score_percentile,interest_score,tick_window_n,pre_angle_sum,pre_angle_max,pre_angle_mean,pre250_angle_sum,pre250_angle_max,pre250_yaw_sum,pre250_pitch_sum,post_angle_sum,avg_speed_xy,max_speed_xy,tick_error,tags,primary_label,event_phase,distance_log,time_since_previous_kill_log,time_to_next_kill_log,media_mb,sidecar_kb,x,y,video_url
2392928-de_nuke-r19-k001,2392928,de_nuke,7,19,1,127343,26.96875,t,2,0,ct,5,ak47,1,rifle,7,False,22.815836,32,stomach,False,False,1,True,False,1,2,4,5,3,5,5,4,5,3,15.1875,3.390625,False,False,False,False,5,11.78125,40.359375,28.578125,0,3,True,60.359375,t,ct_killed,False,5,3,0,0,0,0,1,0,0,False,False,3,3,1,4.890625,2392928-de_nuke-r19-p00,T,ak47,40.875,35001889,98817,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392928/map_name=de_nuke/round=19/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392928/map_name=de_nuke/round=19/player=00/ticks.parquet,True,False,False,True,True,False,False,0.07925876838947969,,8.17555261033688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.6597859,3.1703508,2.7842393,1.4794716,35.001889,98.817,-5.769037998171229,-0.3516871444709261,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392928/map_name=de_nuke/round=19/player=00/video.mp4
2392971-de_nuke-r01-k003,2392971,de_nuke,7,1,3,19350,82.765625,t,2,0,ct,9,glock,16,pistol,6,True,10.969178,104,head,False,False,0,False,False,1,2,4,3,3,3,3,4,3,3,1.78125,0.6875,False,False,False,False,5,80.984375,85.65625,4.671875,0,4,True,203.25,t,ct_killed,False,7,6,0,0,0,0,0,0,0,False,False,5,4,5,4.671875,2392971-de_nuke-r01-p00,T,glock,86.21875,74311491,210967,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392971/map_name=de_nuke/round=01/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392971/map_name=de_nuke/round=01/player=00/ticks.parquet,True,False,False,True,True,False,True,11.834850071694078,0.8070175438596491,8.172350229333434,35.0,11.868693780059472,1.1265748971686063,0.4092653027606714,6.345273190921957,1.1265748971686063,6.146499045193195,1.3688349984586239,0.2528274404694111,95.25449657998864,161.1658339270164,,ace;impressive_multikill,ace,0.95994925,2.4823349,1.0229005,0.52324814,74.311491,210.967,-0.40247060087827025,-5.359104314800994,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392971/map_name=de_nuke/round=01/player=00/video.mp4
2392616-de_inferno-r13-k003,2392616,de_inferno,5,13,3,116475,26.46875,ct,1,8,t,0,usp_silencer,49,pistol,6,True,10.890579,129,head,False,False,0,False,False,2,3,4,3,4,2,4,3,4,2,0.5625,1.359375,False,False,False,False,5,25.40625,28.109375,2.703125,0,5,True,228.1875,ct,t_killed,False,6,6,0,0,0,0,0,0,0,False,False,5,3,5,2.703125,2392616-de_inferno-r13-p08,CT,usp_silencer,28.625,26974486,69971,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/ticks.parquet,True,False,False,True,True,False,False,0.41189366061770344,,8.171361963706222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.9246725,2.4757464,0.4462871,0.85839677,26.974486,69.971,-4.454285815911418,1.0054019781912076,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/video.mp4
2392259-de_mirage-r22-k002,2392259,de_mirage,6,22,2,172199,80.546875,t,2,5,ct,2,ak47,1,rifle,7,True,21.336266,46,head,False,False,3,True,False,2,3,3,5,2,5,5,3,5,2,57.375,10.546875,False,False,False,False,5,22.859375,129.125,106.265625,0,3,True,149.125,t,ct_killed,True,9,4,2,3,0,0,1,1,1,True,True,1,1,1,0.0,2392259-de_mirage-r22-p05,T,ak47,129.15625,93809438,348924,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392259/map_name=de_mirage/round=22/player=05/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392259/map_name=de_mirage/round=22/player=05/ticks.parquet,True,False,False,True,True,False,False,0.42765529040033595,,8.165931742402018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.623639,3.1062117,4.066888,2.446415,93.809438,348.924,-1.7006937760824787,0.09153932481708303,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392259/map_name=de_mirage/round=22/player=05/video.mp4
2393007-de_ancient-r15-k003,2393007,de_ancient,1,15,3,113489,59.875,ct,1,1,t,7,m4a1,27,rifle,7,True,6.850601,90,head,False,False,0,False,False,0,1,2,5,2,4,2,5,2,4,2.4375,0.453125,False,False,False,False,5,59.875,75.75,15.875,0,3,True,95.75,ct,t_killed,False,8,6,0,0,0,0,0,0,0,False,False,4,4,3,3.3125,2393007-de_ancient-r15-p01,CT,m4a1,76.28125,54682231,181274,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393007/map_name=de_ancient/round=15/player=01/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393007/map_name=de_ancient/round=15/player=01/ticks.parquet,True,False,False,True,True,False,False,0.40151475285940813,,8.15908851715645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.7849242,2.06059,1.2347444,0.3737164,54.682231,181.274,-4.588431633234885,0.3402605753112402,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393007/map_name=de_ancient/round=15/player=01/video.mp4
2392971-de_nuke-r01-k002,2392971,de_nuke,7,1,2,19236,80.984375,t,2,0,ct,6,glock,16,pistol,6,True,9.935042,105,head,False,False,0,False,False,0,1,5,3,4,3,3,5,3,4,2.5,1.78125,False,False,False,False,5,80.984375,85.65625,4.671875,0,4,True,203.25,t,ct_killed,False,7,6,0,0,0,0,0,0,0,False,False,5,5,4,4.671875,2392971-de_nuke-r01-p00,T,glock,86.21875,74311491,210967,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392971/map_name=de_nuke/round=01/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392971/map_name=de_nuke/round=01/player=00/ticks.parquet,True,False,False,True,True,False,False,0.4097993132466899,,8.15879587948014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.93928957,2.3919725,1.252763,1.0229005,74.311491,210.967,-3.9905990752088973,1.2912045466977062,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392971/map_name=de_nuke/round=01/player=00/video.mp4
2392616-de_inferno-r13-k005,2392616,de_inferno,5,13,5,116580,28.109375,ct,1,8,t,4,usp_silencer,49,pistol,6,True,9.171661,131,head,False,False,0,False,False,4,5,4,1,4,0,4,1,4,0,0.28125,999.0,False,False,False,False,5,25.40625,28.109375,2.703125,0,5,True,228.1875,ct,t_killed,False,6,6,0,0,0,0,0,0,0,False,False,5,1,5,2.703125,2392616-de_inferno-r13-p08,CT,usp_silencer,28.625,26974486,69971,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/ticks.parquet,True,False,False,True,True,False,False,0.407990138932107,,8.147940833592642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.9819869,2.3196056,0.24783617,4.1108737,26.974486,69.971,-2.083952856037081,1.6256321797139512,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/video.mp4
2392387-de_dust2-r21-k000,2392387,de_dust2,4,21,0,157984,12.5625,ct,1,8,t,3,m4a1_silencer,28,rifle,7,True,6.1600294,128,head,False,False,0,False,False,0,1,5,5,5,4,5,5,5,4,999.0,0.9375,True,False,False,False,5,12.5625,19.109375,6.546875,0,2,True,39.109375,ct,t_killed,False,5,2,0,0,0,0,0,0,0,False,False,4,5,3,3.640625,2392387-de_dust2-r21-p08,CT,m4a1_silencer,19.125,16145329,58083,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392387/map_name=de_dust2/round=21/player=08/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392387/map_name=de_dust2/round=21/player=08/ticks.parquet,True,False,False,True,True,False,False,0.3992128522172451,,8.145277113303472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.65686274,1.9685141,4.1108737,0.6613985,16.145329,58.083,-8.372223005613467,-0.9953037891409162,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392387/map_name=de_dust2/round=21/player=08/video.mp4
2392774-de_dust2-r17-k004,2392774,de_dust2,4,17,4,163673,56.53125,ct,1,5,t,1,ak47,1,rifle,7,True,32.90097,105,head,False,True,0,False,False,1,2,2,4,2,3,2,4,2,3,1.078125,3.015625,False,True,False,False,5,47.296875,100.078125,52.78125,0,5,True,133.17188,ct,bomb_defused,True,9,6,2,2,1,0,0,1,1,True,True,1,2,1,0.0,2392774-de_dust2-r17-p05,CT,ak47,113.71875,89078483,287742,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392774/map_name=de_dust2/round=17/player=05/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392774/map_name=de_dust2/round=17/player=05/ticks.parquet,True,False,False,True,True,False,False,0.4380860910271335,,8.128516546162802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.4971146,3.5234437,0.73146605,1.390193,89.078483,287.742,-0.9221226438435296,0.7052770672954689,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392774/map_name=de_dust2/round=17/player=05/video.mp4
2391818-de_nuke-r08-k003,2391818,de_nuke,7,8,3,55257,53.15625,t,2,8,ct,1,ak47,1,rifle,7,True,29.259407,106,head,False,True,0,False,False,2,3,3,4,2,4,4,3,4,2,24.515625,3.75,False,False,False,False,5,13.40625,74.171875,60.765625,0,2,True,94.171875,t,ct_killed,True,9,4,0,1,0,0,0,2,1,True,True,1,1,1,0.0,2391818-de_nuke-r08-p08,T,ak47,74.71875,74323858,177116,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2391818/map_name=de_nuke/round=08/player=08/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2391818/map_name=de_nuke/round=08/player=08/ticks.parquet,True,False,False,True,True,False,False,0.43524517781942107,,8.111471066916527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.7114178,3.4098072,3.239291,1.5581446,74.323858,177.116,-0.8219852349355087,0.6616673976278215,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2391818/map_name=de_nuke/round=08/player=08/video.mp4
2392267-de_mirage-r14-k004,2392267,de_mirage,6,14,4,113595,21.921875,ct,1,0,t,7,famas,11,rifle,7,False,28.805752,23,stomach,False,True,0,False,False,2,3,3,3,3,2,3,3,3,2,0.609375,14.1875,False,True,False,False,5,17.609375,73.625,56.015625,0,2,True,99.5,ct,bomb_defused,True,8,3,0,3,0,0,0,1,0,False,False,3,1,2,4.3125,2392267-de_mirage-r14-p00,CT,famas,79.53125,70717299,221874,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392267/map_name=de_mirage/round=14/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392267/map_name=de_mirage/round=14/player=00/ticks.parquet,True,False,False,True,True,False,False,0.0848675347081876,,8.109205208249126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.27563852,3.3947015,0.4758459,2.7204728,70.717299,221.874,-2.9665858974196206,0.27871691872213017,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392267/map_name=de_mirage/round=14/player=00/video.mp4
2391959-de_ancient-r15-k006,2391959,de_ancient,1,15,6,114021,86.140625,ct,1,2,t,7,ak47,1,rifle,7,True,4.42806,110,head,False,False,0,False,False,3,4,2,2,2,1,2,2,2,1,0.609375,2.515625,False,False,False,False,5,73.6875,88.65625,14.96875,0,3,True,156.3125,ct,t_killed,False,8,5,0,0,0,0,0,0,0,False,False,4,2,3,6.265625,2391959-de_ancient-r15-p02,CT,m4a1_silencer,88.71875,75204005,239483,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2391959/map_name=de_ancient/round=15/player=02/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2391959/map_name=de_ancient/round=15/player=02/ticks.parquet,True,False,False,True,True,False,False,0.3922895451449624,,8.103737270869775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.9709405,1.6915818,0.4758459,1.2572173,75.204005,239.483,-0.9291678389600623,1.6462874768169782,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2391959/map_name=de_ancient/round=15/player=02/video.mp4
2393338-de_anubis-r04-k002,2393338,de_anubis,2,4,2,39404,42.859375,t,2,0,ct,7,ak47,1,rifle,7,True,25.30904,107,head,False,True,0,False,False,0,1,5,3,4,3,3,5,3,4,3.5,9.453125,False,False,False,False,5,42.859375,117.171875,74.3125,0,3,True,132.17188,t,ct_killed,True,9,4,0,2,0,0,0,0,1,True,True,1,2,1,0.0,2393338-de_anubis-r04-p00,T,ak47,117.21875,86116322,283352,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393338/map_name=de_anubis/round=04/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393338/map_name=de_anubis/round=04/player=00/ticks.parquet,True,False,False,True,True,False,False,0.4317478152250963,,8.090486891350578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.36563584,3.2699127,1.5040774,2.346901,86.116322,283.352,-2.1251785540896644,0.4405967423991723,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393338/map_name=de_anubis/round=04/player=00/video.mp4
2392616-de_inferno-r13-k002,2392616,de_inferno,5,13,2,116439,25.90625,ct,1,8,t,1,usp_silencer,49,pistol,6,True,5.6419783,134,head,False,False,0,False,False,1,2,4,4,4,3,4,4,4,3,0.5,0.5625,False,False,False,False,5,25.40625,28.109375,2.703125,0,5,True,228.1875,ct,t_killed,False,6,6,0,0,0,0,0,0,0,False,False,5,4,5,2.703125,2392616-de_inferno-r13-p08,CT,usp_silencer,28.625,26974486,69971,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/ticks.parquet,True,False,False,True,True,False,False,0.3973352462604771,,8.084011477562864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.90502185,1.8934098,0.4054651,0.4462871,26.974486,69.971,-5.437801882142388,0.7425785101696623,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392616/map_name=de_inferno/round=13/player=08/video.mp4
2393008-de_mirage-r23-k004,2393008,de_mirage,6,23,4,194614,58.34375,t,2,2,ct,6,ak47,1,rifle,7,True,20.36136,108,head,False,True,0,False,False,3,4,2,4,1,4,4,2,4,1,8.0625,30.453125,False,False,False,False,5,35.046875,89.734375,54.6875,0,3,True,109.734375,t,ct_killed,True,7,3,1,3,0,0,0,2,0,True,False,1,1,1,0.0,2393008-de_mirage-r23-p02,T,ak47,89.78125,71931074,214294,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393008/map_name=de_mirage/round=23/player=02/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393008/map_name=de_mirage/round=23/player=02/ticks.parquet,True,False,False,True,True,False,False,0.4265395927055275,,8.059237556233166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.6498434,3.0615838,2.204145,3.4484982,71.931074,214.294,-0.927289692754506,0.5946852150600581,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393008/map_name=de_mirage/round=23/player=02/video.mp4
2392784-de_mirage-r05-k002,2392784,de_mirage,6,5,2,40507,44.953125,t,2,0,ct,6,ak47,1,rifle,7,True,20.27646,139,head,False,True,0,False,False,1,2,4,4,3,4,4,4,4,3,19.28125,10.8125,False,False,False,False,5,25.671875,59.796875,34.125,0,4,True,79.796875,t,ct_killed,False,7,5,1,1,0,0,1,2,0,False,False,1,1,1,0.0,2392784-de_mirage-r05-p00,T,ak47,60.34375,50637938,150238,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392784/map_name=de_mirage/round=05/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392784/map_name=de_mirage/round=05/player=00/ticks.parquet,True,False,False,True,True,False,False,0.426440033192208,,8.058640199153249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.74495083,3.0576015,3.0096967,2.4691582,50.637938,150.238,-3.5789385019357023,-0.31609941538021874,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392784/map_name=de_mirage/round=05/player=00/video.mp4
2393019-de_inferno-r10-k000,2393019,de_inferno,5,10,0,87610,32.234375,ct,1,9,t,0,ak47,1,rifle,7,True,20.023693,108,head,False,True,0,False,False,0,1,5,5,5,4,5,5,5,4,999.0,9.609375,True,False,False,False,5,32.234375,67.328125,35.09375,0,3,True,87.328125,ct,t_killed,False,7,5,0,1,0,0,0,1,0,False,False,1,1,1,0.0,2393019-de_inferno-r10-p09,CT,ak47,67.875,60089097,190587,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393019/map_name=de_inferno/round=10/player=09/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393019/map_name=de_inferno/round=10/player=09/ticks.parquet,True,False,False,True,True,False,False,0.426141251096649,,8.056847506579896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.4749079,3.04565,4.1108737,2.361738,60.089097,190.587,-6.553333419916467,-1.45766412391104,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393019/map_name=de_inferno/round=10/player=09/video.mp4
2392767-de_dust2-r20-k003,2392767,de_dust2,4,20,3,125079,23.59375,ct,1,4,t,9,m4a1_silencer,28,rifle,7,True,38.94916,76,head,False,False,0,False,False,1,2,3,4,3,3,3,4,3,3,1.34375,1.359375,False,False,False,False,5,22.25,47.390625,25.140625,0,5,True,67.390625,ct,t_killed,False,9,6,0,0,0,0,0,2,1,True,True,3,2,3,2.703125,2392767-de_dust2-r20-p04,CT,m4a1_silencer,47.40625,40823094,128444,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/ticks.parquet,True,False,False,True,True,False,False,0.442190192099889,,8.053141152599336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.49769282,3.6876078,0.8517522,0.85839677,40.823094,128.444,-3.038534113484807,0.7015625659074604,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/video.mp4
2392816-de_inferno-r03-k002,2392816,de_inferno,5,3,2,25474,92.609375,ct,1,0,t,5,m4a1,27,rifle,7,True,19.097046,88,head,False,True,0,False,False,1,2,4,4,4,3,4,4,4,3,13.546875,26.546875,False,False,False,False,5,19.890625,124.359375,104.46875,0,1,True,202.8125,ct,bomb_defused,True,6,2,0,2,1,0,0,0,0,False,False,1,1,1,0.0,2392816-de_inferno-r03-p00,CT,m4a1,135.40625,106059640,291996,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392816/map_name=de_inferno/round=03/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392816/map_name=de_inferno/round=03/player=00/ticks.parquet,True,False,False,True,True,False,False,0.42501432085092145,,8.05008592510553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.68393725,3.000573,2.6773763,3.3158891,106.05964,291.996,-3.482293785894885,-0.4381361669808692,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392816/map_name=de_inferno/round=03/player=00/video.mp4
2392767-de_dust2-r20-k002,2392767,de_dust2,4,20,2,124993,22.25,ct,1,4,t,8,m4a1_silencer,28,rifle,7,True,38.117527,76,head,False,False,0,False,False,0,1,3,5,3,4,3,5,3,4,7.546875,1.34375,False,True,False,False,5,22.25,47.390625,25.140625,0,5,True,67.390625,ct,t_killed,False,9,6,0,0,0,0,0,2,1,True,True,3,3,3,2.703125,2392767-de_dust2-r20-p04,CT,m4a1_silencer,47.40625,40823094,128444,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/ticks.parquet,True,False,False,True,True,False,False,0.4416642656906989,,8.049985594144195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.4693474,3.6665707,2.1455657,0.8517522,40.823094,128.444,-3.981676966950659,0.2966100061617727,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/video.mp4
2392767-de_dust2-r20-k004,2392767,de_dust2,4,20,4,125166,24.953125,ct,1,4,t,6,m4a1_silencer,28,rifle,7,True,34.04401,78,head,False,False,0,False,False,2,3,3,3,3,2,3,3,3,2,1.359375,3.125,False,False,False,False,5,22.25,47.390625,25.140625,0,5,True,67.390625,ct,t_killed,False,9,6,0,0,0,0,0,2,1,True,True,3,1,3,2.703125,2392767-de_dust2-r20-p04,CT,m4a1_silencer,47.40625,40823094,128444,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/ticks.parquet,True,False,False,True,True,False,False,0.4389151176198119,,8.033490705718872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.52636784,3.5566046,0.85839677,1.417066,40.823094,128.444,-1.9457019805237508,1.0268548613740798,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2392767/map_name=de_dust2/round=20/player=04/video.mp4
2393400-de_nuke-r05-k005,2393400,de_nuke,7,5,5,31681,67.625,ct,1,3,t,7,m4a1_silencer,28,rifle,7,True,32.25106,79,head,False,False,0,False,False,4,5,4,1,4,0,4,1,4,0,0.25,999.0,False,True,False,False,5,12.609375,67.625,55.015625,0,3,True,87.625,ct,t_killed,False,6,3,0,1,0,0,0,1,0,True,False,3,1,3,2.859375,2393400-de_nuke-r05-p03,CT,m4a1_silencer,68.15625,56075445,173965,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393400/map_name=de_nuke/round=05/player=03/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393400/map_name=de_nuke/round=05/player=03/ticks.parquet,True,False,False,True,True,False,False,0.4376021665226056,,8.025612999135635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.9922054,3.5040867,0.22314355,4.1108737,56.075445,173.965,-0.9361703116529079,1.2224134001085658,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393400/map_name=de_nuke/round=05/player=03/video.mp4
2393238-de_dust2-r20-k003,2393238,de_dust2,4,20,3,181003,34.109375,ct,1,0,t,5,m4a1,27,rifle,7,True,31.051285,122,head,False,False,0,False,False,2,3,4,3,4,2,4,3,4,2,0.90625,10.828125,False,False,False,False,5,32.484375,60.15625,27.671875,0,2,True,118.0625,ct,t_killed,False,6,3,0,1,0,0,0,1,0,False,False,3,1,3,1.625,2393238-de_dust2-r20-p00,CT,m4a1,60.71875,42261295,158514,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393238/map_name=de_dust2/round=20/player=00/video.mp4,hf://datasets/blanchon/opencs2_dataset@main/rounds/match_id=2393238/map_name=de_dust2/round=20/player=00/ticks.parquet,True,False,False,True,True,False,False,0.43668343174039786,,8.020100590442388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ace;impressive_multikill,ace,0.5617602,3.4673374,0.64513797,2.4704802,42.261295,158.514,-4.308088366045861,-0.07087548892417148,https://huggingface.co/datasets/blanchon/opencs2_dataset/resolve/main/rounds/match_id=2393238/map_name=de_dust2/round=20/player=00/video.mp4
